nome,tipo,categoria,regione,provincia,citta,indirizzo,telefono,email,pec,sito_web,facebook,instagram,fonte,verificato,note
Residenza Casamia Casier,RSA,RSA,Veneto,Treviso,Casier,Via Nilde Iotti 1,,,,,,,https://www.lacasadiriposo.it/rsa/Veneto,da_verificare,Contatti diretti da verificare
Centro Servizi Anziani Bellini,RSA,RSA,Veneto,Rovigo,Frassinelle Polesine,Via Liberta 320/160,,,,,,,https://www.lacasadiriposo.it/rsa/Veneto,da_verificare,Accreditato ULSS5 Polesana; contatti diretti da verificare
Centro Servizi Anziani Mantegna,RSA,RSA,Veneto,Padova,Campodarsego,Via Mozart 1,,,,,,,https://www.lacasadiriposo.it/rsa/Veneto,da_verificare,Gruppo Gheron; contatti diretti da verificare
Centro Servizi Anziani Tiepolo,RSA,RSA,Veneto,Padova,San Martino di Lupari,Via del Confine 4,,,,,,,https://www.lacasadiriposo.it/rsa/Veneto,da_verificare,120 posti letto 4 nuclei da 30; contatti diretti da verificare
Centro Servizi Anziani Giorgione,RSA,RSA,Veneto,Padova,Vigonza,Via Paradisi 4,,,,,,,https://www.lacasadiriposo.it/rsa/Veneto,da_verificare,Gruppo Gheron; contatti diretti da verificare
Residenza Venezia,RSA,RSA,Veneto,Venezia,Venezia,Via dei Pioppi 10,,,,,,,https://www.lacasadiriposo.it/rsa/Veneto,da_verificare,Contatti diretti da verificare
Residenza Anni Azzurri Mestre,RSA,RSA,Veneto,Venezia,Favaro Veneto,Via Morosini 11,,,,,,,https://www.lacasadiriposo.it/rsa/Veneto,da_verificare,Gruppo Korian/Anni Azzurri; contatti diretti da verificare
Residenza Anni Azzurri Quarto d'Altino,RSA,RSA,Veneto,Venezia,Quarto d'Altino,Via G. Pascoli 3,,,,,,,https://www.lacasadiriposo.it/rsa/Veneto,da_verificare,Gruppo Korian/Anni Azzurri; contatti diretti da verificare
Centro Servizi Tre Carpini,RSA,RSA,Veneto,Treviso,Maserada sul Piave,Viale Caccianiga 4,0422777811,,,,,,,web 2026-08-30,Tel da trevisotoday.it
Residenza La Salute,RSA,RSA,Veneto,Venezia,Fiesso d'Artico,Via Pioghella 12,,,,,,,https://www.lacasadiriposo.it/rsa/Veneto,da_verificare,Contatti diretti da verificare
Residenza Parco Citta,RSA,RSA,Veneto,Vicenza,Vicenza,Via Tomaso Formenton 12,,,,,,,https://www.lacasadiriposo.it/rsa/Veneto,da_verificare,Contatti diretti da verificare
Residenza Camponogara,RSA,RSA,Veneto,Venezia,Camponogara,Via Premaore 39,,,,,,,https://www.lacasadiriposo.it/rsa/Veneto,da_verificare,Contatti diretti da verificare
Centro Servizi Anziani Tiziano,RSA,RSA,Veneto,Padova,Masera di Padova,Via Mons. Luigi Zane 59,,,,,,,https://www.lacasadiriposo.it/rsa/Veneto,da_verificare,Aperto apr 2024; contatti diretti da verificare
Centro Servizi Anziani Tintoretto,RSA,RSA,Veneto,Venezia,Pianiga,Via Cazzaghetto 7,,,,,,,https://www.lacasadiriposo.it/rsa/Veneto,da_verificare,Contatti diretti da verificare
Casa di riposo Comm. A. Michelazzo,casa di riposo,casa di riposo,Veneto,Vicenza,Sossano,Via Roma 69,,,,,,,https://www.lacasadiriposo.it/rsa/Veneto,da_verificare,Contatti diretti da verificare
Residenza Monte Crocetta,RSA,RSA,Veneto,Vicenza,Vicenza,Via Biron di sopra 80,,,,,,,https://www.lacasadiriposo.it/rsa/Veneto,da_verificare,Contatti diretti da verificare
Istituto Assistenza Anziani - Centro Residenziale Don Michele Garonzi,RSA,RSA,Veneto,Verona,Grezzana,P.zza C. Bertani 1,,,,,,,https://casediriposorsa.it/bacheca/veneto/verona/,da_verificare,IAA Verona; contatti diretti da verificare
Istituto Assistenza Anziani - Centro Residenziale Marzana,RSA,RSA,Veneto,Verona,Marzana,Via Scuola Agraria 1,,,,,,,https://casediriposorsa.it/bacheca/veneto/verona/,da_verificare,IAA Verona; contatti diretti da verificare
Istituto Assistenza Anziani - Centro Residenziale Loro,RSA,RSA,Veneto,Verona,Verona,Viale Caduti Lavoro,,,,,,,https://casediriposorsa.it/bacheca/veneto/verona/,da_verificare,IAA Verona; contatti diretti da verificare
Korian - Casa Di Riposo Citta Di Verona,RSA,RSA,Veneto,Verona,Verona,Via Anselmi Giovanni 7,,,,,,,https://casediriposorsa.it/bacheca/veneto/verona/,da_verificare,Gruppo Korian; contatti diretti da verificare
Pio Ospizio San Michele,casa di riposo,casa di riposo,Veneto,Verona,Nogara,Via P. Sterzi 139,,,,,,,https://casediriposorsa.it/bacheca/veneto/verona/,da_verificare,Contatti diretti da verificare
Istituto per Anziani Casa De Battisti,casa di riposo,casa di riposo,Veneto,Verona,Cerea,Via San Zeno 51,,,,,,,https://casediriposorsa.it/bacheca/veneto/verona/,da_verificare,Contatti diretti da verificare
I.P.A.B. Luigi Mariutto Residence Fontana,RSA,RSA,Veneto,Venezia,Mirano,Via Zinelli 1,,,,,,,https://casediriposorsa.it/bacheca/veneto/venezia/,da_verificare,IPAB Mirano; contatti diretti da verificare
I.P.A.B. Residenza Per Anziani G. Francescon,RSA,RSA,Veneto,Venezia,Portogruaro,Borgo San Gottardo 44,,,,,,,https://casediriposorsa.it/bacheca/veneto/venezia/,da_verificare,Contatti diretti da verificare
IPAB Centro Anziani Danielato,centro anziani,centro anziani,Veneto,Venezia,Cavarzere,Corso Europa 48,,,,,,,https://casediriposorsa.it/bacheca/veneto/venezia/,da_verificare,Contatti diretti da verificare
Istituzione Veneziana - Comunita per Anziani Jedo Bertelli,RSA,RSA,Veneto,Venezia,Venezia,Sestiere Dorsoduro 1637/A,,,,,,,https://casediriposorsa.it/bacheca/veneto/venezia/,da_verificare,Contatti diretti da verificare
I.P.A.B. di Vicenza Residenza G. Salvi,RSA,RSA,Veneto,Vicenza,Vicenza,Corso Padova 59,,,,,,,https://casediriposorsa.it/bacheca/veneto/vicenza/,da_verificare,Contatti diretti da verificare
I.P.A.B. di Vicenza Residenza Ottavio Trento,RSA,RSA,Veneto,Vicenza,Vicenza,Piazza S. Pietro 9,,,,,,,https://casediriposorsa.it/bacheca/veneto/vicenza/,da_verificare,Contatti diretti da verificare
I.P.A.B. di Vicenza Residenza San Pietro,RSA,RSA,Veneto,Vicenza,Vicenza,Via S. Pietro 70,,,,,,,https://casediriposorsa.it/bacheca/veneto/vicenza/,da_verificare,Contatti diretti da verificare
I.P.A.B. Centro Servizi Anziani Dueville,RSA,RSA,Veneto,Vicenza,Dueville,Via IV Novembre 11,,,,,,,https://casediriposorsa.it/bacheca/veneto/vicenza/,da_verificare,Contatti diretti da verificare
I.S.A.C.C. Residenze Sturm e Pazzaglia,RSA,RSA,Veneto,Vicenza,Bassano del Grappa,Vicolo Ca' Rezzonico 2,,,,,,,https://casediriposorsa.it/bacheca/veneto/vicenza/,da_verificare,Contatti diretti da verificare
Casa di Riposo Comm. Michelazzo - Sossano,casa di riposo,casa di riposo,Veneto,Vicenza,Sossano,Via Roma 69,,,,,,,https://casediriposorsa.it/bacheca/veneto/vicenza/,da_verificare,Contatti diretti da verificare
Istituto Configliachi - Residenza Configliachi,RSA,RSA,Veneto,Padova,Padova,Via Sette Martiri 33,,,,,,,https://casediriposorsa.it/bacheca/veneto/padova/,da_verificare,Contatti diretti da verificare
Istituto Configliachi - Residenza Breda,RSA,RSA,Veneto,Padova,Padova,Via Ippodromo 2,,,,,,,https://casediriposorsa.it/bacheca/veneto/padova/,da_verificare,Contatti diretti da verificare
Casa Famiglia Gidoni,casa di riposo,casa di riposo,Veneto,Padova,Padova,Via Monsignor Fortin 34,,,,,,,https://casediriposorsa.it/bacheca/veneto/padova/,da_verificare,Contatti diretti da verificare
Casa di Riposo F. Beggiato,casa di riposo,casa di riposo,Veneto,Padova,Conselve,Via Fossalta 4,,,,,,,https://casediriposorsa.it/bacheca/veneto/padova/,da_verificare,Contatti diretti da verificare
IPAB Casa di Riposo di Noventa Padovana,RSA,RSA,Veneto,Padova,Noventa Padovana,,,049625354,,,,,https://padovaper.comune.padova.it/strutture/ente-pubblico/ipab-casa-di-riposo-di-noventa-padovana,web 2026-08-30,96 posti residenziali + centro diurno 20 accessi; sede Stra 80 posti + centro diurno 10 accessi
Casa per Anziani CasaMia - Dosson di Casier,casa di riposo,casa di riposo,Veneto,Treviso,Dosson di Casier,,0422382170,,,,,,,web 2026-08-30,Tel da trevisotoday.it
Casa di Riposo di Ponte Piave,casa di riposo,casa di riposo,Veneto,Treviso,Ponte di Piave,,0422759137,,,,,,,web 2026-08-30,Tel da trevisotoday.it
Casa di Riposo G. e P. Marani - Villorba,casa di riposo,casa di riposo,Veneto,Treviso,Villorba,,0422608754,,,,,,,web 2026-08-30,Tel da trevisotoday.it; sede anche a Povegliano 0422870041
Casa di Riposo Istituto Costante Gris - Mogliano Veneto,casa di riposo,casa di riposo,Veneto,Treviso,Mogliano Veneto,,0415998105,,,,,,,web 2026-08-30,Tel da trevisotoday.it
Casa di Riposo Suore Francescane,casa di riposo,casa di riposo,Veneto,Treviso,Treviso,,0422417711,,,,,,,web 2026-08-30,Tel da trevisotoday.it
Casa Soggiorno Villa delle Magnolie,casa di riposo,casa di riposo,Veneto,Treviso,Monastier di Treviso,,0422896454,,,,,,,web 2026-08-30,Tel da trevisotoday.it
Casa di riposo Aurora - Terenzano,casa di riposo,casa di riposo,Veneto,Udine (elenco ASUFC),Terenzano,Via (da verificare),0432560697,,,,,,,https://asufc.sanita.fvg.it/it/schede/case_riposo,web 2026-08-30,Nota: struttura nell'area udinese ASUFC; provincia UD
Casa di Riposo per Anziani - Aiello del Friuli,casa di riposo,casa di riposo,Friuli-Venezia Giulia,Udine,Aiello del Friuli,,043199081,,,,,,https://asufc.sanita.fvg.it/it/schede/case_riposo,web 2026-08-30,Sito casariposoaiello.org citato nella fonte
ASP Casa di Riposo Umberto I - Latisana,RSA,RSA,Friuli-Venezia Giulia,Udine,Latisana,,043150202,,,http://umberto-primo.it,,,https://asufc.sanita.fvg.it/it/schede/case_riposo,web 2026-08-30,
ASP Giovanni Chiaba - San Giorgio di Nogaro,RSA,RSA,Friuli-Venezia Giulia,Udine,San Giorgio di Nogaro,,043165032,,,http://gchiaba.it,,,https://asufc.sanita.fvg.it/it/schede/case_riposo,web 2026-08-30,
ASP Ardito Desio - Palmanova,RSA,RSA,Friuli-Venezia Giulia,Udine,Palmanova,,0432928238,,,http://asparditodesio.it,,,https://asufc.sanita.fvg.it/it/schede/case_riposo,web 2026-08-30,
Casa di Riposo - Rivignano,casa di riposo,casa di riposo,Friuli-Venezia Giulia,Udine,Rivignano,,0432775793,,,,,,,https://asufc.sanita.fvg.it/it/schede/case_riposo,web 2026-08-30,
Residenza Polifunzionale Ianus - Palmanova,RSA,RSA,Friuli-Venezia Giulia,Udine,Palmanova,,0432924132,,,http://societadolce.it,,,https://asufc.sanita.fvg.it/it/schede/case_riposo,web 2026-08-30,Gestore Societa Dolce
Residenza Protetta Sereni Orizzonti Aiello,RSA,RSA,Friuli-Venezia Giulia,Udine,Aiello del Friuli,,043199019,,,http://sereniorizzonti.it,,,https://asufc.sanita.fvg.it/it/schede/case_riposo,web 2026-08-30,Gruppo Sereni Orizzonti
Casa di Riposo Valentino Sarcinelli - Cervignano del Friuli,casa di riposo,casa di riposo,Friuli-Venezia Giulia,Udine,Cervignano del Friuli,,0431388530,,,,,,,https://asufc.sanita.fvg.it/it/schede/case_riposo,web 2026-08-30,
Centro residenziale per Anziani - Paularo,RSA,RSA,Friuli-Venezia Giulia,Udine,Paularo,,0433711193,,,,,,,https://asufc.sanita.fvg.it/it/schede/case_riposo,web 2026-08-30,Area Carnia ASUFC
Centro anziani Stati Uniti d'America - Villa Santina,centro anziani,centro anziani,Friuli-Venezia Giulia,Udine,Villa Santina,,043374364,,,,,,,https://asufc.sanita.fvg.it/it/schede/case_riposo,web 2026-08-30,Area Carnia ASUFC
Residenza Monsignor Nigris - Ampezzo,RSA,RSA,Friuli-Venezia Giulia,Udine,Ampezzo,,043380970,,,,,,,https://asufc.sanita.fvg.it/it/schede/case_riposo,web 2026-08-30,Area Carnia ASUFC
ASP Carnia San Luigi Scrosoppi - Tolmezzo,RSA,RSA,Friuli-Venezia Giulia,Udine,Tolmezzo,,0433481611,,,http://aspcarnia.it,,,https://asufc.sanita.fvg.it/it/schede/case_riposo,web 2026-08-30,Area Carnia ASUFC
ASP Casa degli Operai Matteo Brunetti - Paluzza,RSA,RSA,Friuli-Venezia Giulia,Udine,Paluzza,,0433775121,,,,,,,https://asufc.sanita.fvg.it/it/schede/case_riposo,web 2026-08-30,Area Carnia ASUFC
Casa di soggiorno per anziani - Gemona del Friuli,casa di riposo,casa di riposo,Friuli-Venezia Giulia,Udine,Gemona del Friuli,,0432972810,,,,,,,https://asufc.sanita.fvg.it/it/schede/case_riposo,web 2026-08-30,Area Gemonese ASUFC
Centro anziani Ettore Tolazzi - Moggio Udinese,centro anziani,centro anziani,Friuli-Venezia Giulia,Udine,Moggio Udinese,,043351358,,,,,,,https://asufc.sanita.fvg.it/it/schede/case_riposo,web 2026-08-30,Area Gemonese ASUFC
ASP Casa di soggiorno Albertone del Colle - Venzone,RSA,RSA,Friuli-Venezia Giulia,Udine,Venzone,,0432890849,,,,,,,https://asufc.sanita.fvg.it/it/schede/case_riposo,web 2026-08-30,Area Gemonese ASUFC
Residenza polifunzionale Sereni Orizzonti - Gemona,RSA,RSA,Friuli-Venezia Giulia,Udine,Gemona del Friuli,,0432971520,,,http://sereniorizzonti.it,,,https://asufc.sanita.fvg.it/it/schede/case_riposo,web 2026-08-30,Gruppo Sereni Orizzonti; area Gemonese ASUFC
Casa di riposo S.Maria degli Angeli - Gemona,casa di riposo,casa di riposo,Friuli-Venezia Giulia,Udine,Gemona del Friuli,,0432898711,,,,,,,https://asufc.sanita.fvg.it/it/schede/case_riposo,web 2026-08-30,Area Gemonese ASUFC
Residenza protetta per persone non autosufficienti - San Daniele del Friuli,RSA,RSA,Friuli-Venezia Giulia,Udine,San Daniele del Friuli,,0432969011,,,,,,,https://asufc.sanita.fvg.it/it/schede/case_riposo,web 2026-08-30,Area Sandanielese ASUFC
Casa di Riposo - Buja,casa di riposo,casa di riposo,Friuli-Venezia Giulia,Udine,Buja,,0432960192,,,,,,,https://asufc.sanita.fvg.it/it/schede/case_riposo,web 2026-08-30,Area Sandanielese ASUFC
Centro sociale comunale - Osoppo,centro anziani,centro anziani,Friuli-Venezia Giulia,Udine,Osoppo,,0432975755,,,,,,,https://asufc.sanita.fvg.it/it/schede/case_riposo,web 2026-08-30,Area Sandanielese ASUFC
ASP Daniele Moro - Codroipo,RSA,RSA,Friuli-Venezia Giulia,Udine,Codroipo,,0432909311,,,http://entemoro.it,,,https://asufc.sanita.fvg.it/it/schede/case_riposo,web 2026-08-30,Area Codroipese ASUFC
Casa di Riposo Italia Rovere Bianchi - Mortegliano,casa di riposo,casa di riposo,Friuli-Venezia Giulia,Udine,Mortegliano,,0432760611,,,,,,,https://asufc.sanita.fvg.it/it/schede/case_riposo,web 2026-08-30,Area Codroipese ASUFC
Sereni Orizzonti - Udine,RSA,RSA,Friuli-Venezia Giulia,Udine,Udine,,,,,http://sereniorizzonti.it,,,https://asufc.sanita.fvg.it/it/schede/case_riposo,da_verificare,Indirizzo e tel da verificare su sereniorizzonti.it; area Udinese ASUFC
La Quiete - Udine,RSA,RSA,Friuli-Venezia Giulia,Udine,Udine,,0432504084,,,http://laquieteudine.it,,,https://asufc.sanita.fvg.it/it/schede/case_riposo,web 2026-08-30,Struttura pubblica comunale; area Udinese ASUFC
Sant'Anna Residenza - Udine,RSA,RSA,Friuli-Venezia Giulia,Udine,Udine,,0432600649,,,http://societadolce.it,,,https://asufc.sanita.fvg.it/it/schede/case_riposo,web 2026-08-30,Gestore Societa Dolce; area Udinese ASUFC
Residenza Zaffiro - Martignacco,RSA,RSA,Friuli-Venezia Giulia,Udine,Martignacco,,0432407311,,,http://gruppozaffiro.it,,,https://asufc.sanita.fvg.it/it/schede/case_riposo,web 2026-08-30,Gruppo Zaffiro; area Udinese ASUFC
Residenza Villa Nimis - Nimis,RSA,RSA,Friuli-Venezia Giulia,Udine,Nimis,,0432790113,,,,,,,https://asufc.sanita.fvg.it/it/schede/case_riposo,web 2026-08-30,Area Udinese ASUFC
Fondazione Emilia Muner De Giudici - Lovaria,RSA,RSA,Friuli-Venezia Giulia,Udine,Lovaria,,0432671684,,,,,,,https://asufc.sanita.fvg.it/it/schede/case_riposo,web 2026-08-30,Area Udinese ASUFC
Residenza Caris - Udine,RSA,RSA,Friuli-Venezia Giulia,Udine,Udine,,,,,,,,,https://asufc.sanita.fvg.it/it/schede/case_riposo,da_verificare,Indirizzo tel email da verificare; area Udinese ASUFC
Casa Verde - Trieste,RSA,RSA,Friuli-Venezia Giulia,Trieste,Trieste,Via Domenico Rossetti 62,0409409563,casaverde@universiis.it,,,,,,web 2026-08-30,Convenzionata ASU GI; distretto Trieste 1 e 2 gestiscono accesso (tel 040 3992942 / 040 3996241)
APSP Margherita Grazioli - Trento,RSA,RSA,Trentino-Alto Adige,Trento,Trento,Via della Resistenza 63,,,,,,,,da_verificare,APSP Trento; tel da verificare su sito ufficiale
APSP Padre Odone Nicolini - Pieve di Bono,RSA,RSA,Trentino-Alto Adige,Trento,Pieve di Bono,Frazione Strada 1,,,,,,,https://casediriposorsa.it/bacheca/trentino-alto-adige/,da_verificare,Contatti diretti da verificare
APSP San Giovanni - Mezzolombardo,RSA,RSA,Trentino-Alto Adige,Trento,Mezzolombardo,Via D. Chiesa 6,,,,,,,https://casediriposorsa.it/bacheca/trentino-alto-adige/,da_verificare,Contatti diretti da verificare
APSP Opera Romani - Nomi,RSA,RSA,Trentino-Alto Adige,Trento,Nomi,Via Roma 21,,,,,,,https://casediriposorsa.it/bacheca/trentino-alto-adige/,da_verificare,Contatti diretti da verificare
APSP Piccolo Spedale - Pieve Tesino,RSA,RSA,Trentino-Alto Adige,Trento,Pieve Tesino,Via Battaglion Feltre 19,,,,,,,https://casediriposorsa.it/bacheca/trentino-alto-adige/,da_verificare,Contatti diretti da verificare
APSP Residenza Molino - Dro,RSA,RSA,Trentino-Alto Adige,Trento,Dro,Via Molino 9,,,,,,,https://casediriposorsa.it/bacheca/trentino-alto-adige/,da_verificare,Contatti diretti da verificare
APSP Residenza per Anziani Renon - Collalbo,RSA,RSA,Trentino-Alto Adige,Bolzano,Collalbo,Via del Paese 20,,,,,,,https://casediriposorsa.it/bacheca/trentino-alto-adige/,da_verificare,Contatti diretti da verificare
APSP Residenza Lagundo Mathias Ladurner,RSA,RSA,Trentino-Alto Adige,Bolzano,Lagundo,Via M. Ladurner 2,,,,,,,https://casediriposorsa.it/bacheca/trentino-alto-adige/,da_verificare,Contatti diretti da verificare
APSP San Paolo - San Paolo d'Appiano,RSA,RSA,Trentino-Alto Adige,Bolzano,San Paolo d'Appiano,Via S. Giustina 10,,,,,,,https://casediriposorsa.it/bacheca/trentino-alto-adige/,da_verificare,Contatti diretti da verificare
APSP San Pancrazio,RSA,RSA,Trentino-Alto Adige,Bolzano,San Pancrazio,Dorfl 38,,,,,,,https://casediriposorsa.it/bacheca/trentino-alto-adige/,da_verificare,Contatti diretti da verificare
Civica di Trento - Azienda Pubblica Servizi alla Persona,RSA,RSA,Trentino-Alto Adige,Trento,Trento,Via della Malpensada 156,,,,,,,https://peranziani.it/rsa/trento/,da_verificare,APSP pubblica Trento; contatti diretti da verificare sul sito ufficiale
RSA Gabbiotto - Trento,RSA,RSA,Trentino-Alto Adige,Trento,Trento,Via Znojmo,0461385000,,,,,,,web 2026-08-30,Tel da trentotoday.it
