nome,tipo,categoria,regione,provincia,citta,indirizzo,telefono,email,pec,sito_web,facebook,instagram,fonte,verificato,note
ANMIC Pordenone,associazione,associazione,Friuli-Venezia Giulia,Pordenone,Pordenone,Via Don L. Sturzo 8,0434246072,anmicpordenone@virgilio.it,pordenone@pec.anmic.it,,,,,web 2026-08-30,
Consulta Disabili FVG,associazione,federazione regionale,Friuli-Venezia Giulia,,,,,,,https://consultadisabili.fvg.it/,,,https://consultadisabili.fvg.it/,da_verificare,Organismo di raccordo tra associazioni disabilita in FVG; contatti da verificare sul sito
CRiD Trieste (Centro Regionale Informazione Disabilita),centro diurno,associazione,Friuli-Venezia Giulia,Trieste,Trieste,Via Lorenzo Gatteri 24/D,0409777300,crid.trieste@gmail.com,,,,,,web 2026-08-30,Sportello informativo della Consulta Disabili FVG
CRiD Udine,centro diurno,associazione,Friuli-Venezia Giulia,Udine,Udine,Via Diaz 60,,crid.udine@gmail.com,,,,,,web 2026-08-30,Cell 3930233014
CRiD Gorizia,centro diurno,associazione,Friuli-Venezia Giulia,Gorizia,Gorizia,Via Duca d'Aosta 111 c/o Casa delle Associazioni,3701628228,crid.gorizia@gmail.com,,,,,,web 2026-08-30,Cell alternativo 3701628210
ANFFAS Trentino Onlus,associazione,associazione,Trentino-Alto Adige,Trento,Trento,Via G. Unterveger 6,0461407511,associazione@anffas.tn.it,associazione@pec.anffas.tn.it,https://anffas.tn.it/,,,https://anffas.tn.it/contatti/,web 2026-08-30,PI 01785780220; gestisce 46 centri (10 comunita alloggio 16 CSE/CSO 7 centri form.prof. 1 residenza); servizi socio-sanitari tel 0461 237280
UILDM Bolzano,associazione,associazione,Trentino-Alto Adige,Bolzano,Bolzano,Via Bari 16/a,0471920909,uildm.bz@gmail.com,,https://uildm.org,,,https://uildm.org/sezioni/,web 2026-08-30,
Cooperativa Autismo Trentino,cooperativa sociale,centro diurno,Trentino-Alto Adige,Trento,Predaia,Via delle scuole 7,,,,,,,https://www.autismotrentino.it/,da_verificare,Centro diurno 6 posti + centro residenziale 9 posti; accreditata APSS; contatti diretti da verificare sul sito
AbilNova (Consolida),cooperativa sociale,associazione,Trentino-Alto Adige,Trento,Trento,,,,,https://www.abilnova.it/,,,https://www.consolida.it/le-cooperative-2/,da_verificare,Disabilita visiva e uditiva; contatti completi da verificare sul sito
Cooperativa Amalia Guardini,cooperativa sociale,centro diurno,Trentino-Alto Adige,Trento,Vallagarina,,,,,http://www.cooperativaguardini.com/,,,https://www.consolida.it/le-cooperative-2/,da_verificare,Centri diurni e programmi riabilitazione per disabili in Vallagarina
Cooperativa CS4,cooperativa sociale,associazione,Trentino-Alto Adige,Trento,Valsugana,,,,,https://www.cs4.coop/,,,https://www.consolida.it/le-cooperative-2/,da_verificare,Servizi alle persone con disabilita in Valsugana
Cooperativa Eliodoro,cooperativa sociale,associazione,Trentino-Alto Adige,Trento,Alto Garda,,,,,http://www.eliodoro.it/,,,https://www.consolida.it/le-cooperative-2/,da_verificare,Socio-educativo per minori/adolescenti disabili Alto Garda e Ledro
Cooperativa Impronte,cooperativa sociale,centro diurno,Trentino-Alto Adige,Trento,Rovereto,,,,,https://www.impronte.tn.it/,,,https://www.consolida.it/le-cooperative-2/,da_verificare,Gia Iter e Il Ponte; disabilita speciali autismo Rovereto
Con.Solida - Consorzio cooperative sociali Trentino,cooperativa sociale,federazione regionale,Trentino-Alto Adige,Trento,Trento,Via Brennero 246,0461235723,consolida@consolida.it,,https://www.consolida.it/,,,https://www.consolida.it/le-cooperative-2/,web 2026-08-30,Consorzio cooperative sociali che include AbilNova CS4 Eliodoro Guardini Impronte ecc.
independent L. - Cooperativa Sociale (Alto Adige),cooperativa sociale,associazione,Trentino-Alto Adige,Bolzano,Merano,Via Laurin 2d,0473010850,info@independent.it,,http://www.independent.it,,,https://www.fss.bz.it/wdb.php?lang=it&modul=org&action=v&b=0&oid=124,web 2026-08-30,Consulenza ausili e mobilita per disabili; fax 0473 200453
