nome,tipo,categoria,regione,provincia,citta,indirizzo,telefono,email,pec,sito_web,facebook,instagram,fonte,verificato,note
ANFFAS Ravenna ODV,associazione,associazione,Emilia-Romagna,RA,Ravenna,Via Sant'Alberto 73 - 48123 Ravenna,054436568,anffas.ra@gmail.com,,,,,https://www.anffas-er.org/in-regione/,web 2026-08-30,
ANFFAS Mirandola APS,associazione,associazione,Emilia-Romagna,MO,Mirandola,Via Bernardi 13 - 41037 Mirandola,3440650248,info@anffasmirandola.it,,,,,https://www.anffas-er.org/in-regione/,web 2026-08-30,
FISH Emilia-Romagna,federazione,federazione,Emilia-Romagna,FC,Forlì,Via L. Ridolfi 18 - 47122 Forlì,054327206,fish.emiliaromagna@gmail.com,fish.er@pec.it,https://fish-emiliaromagna.it,,, https://fish-emiliaromagna.it/federazione/,web 2026-08-30,Presidente Giuliana Gaspari
AIAS Bologna ETS,associazione,associazione,Emilia-Romagna,BO,Bologna,Piazza della Pace 4/A - 40134 Bologna,051454727,info@aiasbo.it,aiasbo@legalmail.it,https://www.aiasbo.it,,, https://www.aiasbo.it/,web 2026-08-30,
ANGSA Bologna ETS APS,associazione,associazione,Emilia-Romagna,BO,Bologna,Via Rinaldo Rigola 15 - 40133 Bologna,051-4597970,angsabologna@gmail.com,,,https://www.angsabologna.it,,, https://www.angsabologna.it/,web 2026-08-30,Autismo
ANGSA Emilia-Romagna (sede regionale),associazione regionale,associazione,Emilia-Romagna,BO,Bologna,Via Ca' Bianca 3/5 - 40131 Bologna,,angsaer@yahoo.it,,,,,https://angsa.it/category/angsa-le-associazioni/angsa-emilia-romagna/,web 2026-08-30,Autismo
ANGSA Ravenna,associazione,associazione,Emilia-Romagna,RA,Ravenna,,3703658123,infoangsara@gmail.com,,,,,https://www.angsaravenna.it/,web 2026-08-30,Autismo; referente Paola Veronesi
UILDM Bologna,associazione,associazione,Emilia-Romagna,BO,Bologna,Via S. Leonardo 24-28 - 40125 Bologna,051266013,info@uildmbo.org,,,,,https://uildm.org/sezioni/,web 2026-08-30,Distrofia muscolare; orari lun-ven 9.30-15.30
UILDM Modena,associazione,associazione,Emilia-Romagna,MO,Modena,Via IV Novembre 40/B - 41123 Modena,059334423,info@uildmmodena.it,,,,,https://uildm.org/sezioni/,web 2026-08-30,Distrofia muscolare
UILDM Parma,associazione,associazione,Emilia-Romagna,PR,Salsomaggiore Terme,Piazza Brugnola 3 - 43039 Salsomaggiore Terme,0524578256,uildm.parma@gmail.com,,https://salsomaggiore.uildm.org,,,https://uildm.org/sezioni/,web 2026-08-30,Distrofia muscolare
UILDM Forlì,associazione,associazione,Emilia-Romagna,FC,Forlì,Viale Domenico Bolognesi 19 - 47121 Forlì,3387205448,uildmfc@gmail.com,,,,,https://uildm.org/sezioni/,web 2026-08-30,Distrofia muscolare
Auser Emilia-Romagna (sede regionale),associazione regionale,associazione,Emilia-Romagna,BO,Bologna,Via Marconi 69,051294747,er_auser@er.cgil.it,,,,,https://auser.it/headquarter/auser-volontariato-emilia-romagna/,web 2026-08-30,Invecchiamento attivo
ANFFAS Toscana Regione Onlus,associazione regionale,associazione,Toscana,FI,Firenze,,,,,,,, https://www.anffas.net/it/news/20615/,da_verificare,Sezioni: Altavaldelsa/Firenze/Livorno/Lucca/Massa Carrara/Pisa/Prato/Versilia
ANFFAS Firenze,associazione,associazione,Toscana,FI,Firenze,Via Bolognese 232 - 50139 Firenze,055400151,info.anffas.firenze@gmail.com,,https://www.anffasfirenzeonlus.it,https://www.facebook.com/Anffas-Firenze-294377834031047/,,https://www.anffasfirenzeonlus.it/contatti.asp,web 2026-08-30,
ANFFAS Lucca,associazione,associazione,Toscana,LU,Lucca,Via Fiorentini 25 Arancio - 55100 Lucca,0583467742,associazione@anffaslucca.org,anffaslucca@registerpec.it,https://anffaslucca.org,https://www.facebook.com/AnffasLucca/,,https://anffaslucca.org/contatti/,web 2026-08-30,
ANFFAS Pisa,associazione,associazione,Toscana,PI,Asciano Pisano,Via dei Condotti 6 - 56017 Asciano Pisano (PI),0507215158,anffaspisa@tiscali.it,anffaspisa@pcert.postecert.it,http://www.anffaspisa.it,,,https://www.paginebianche.it/scheda/pisa/anffas-onlus-pisa.5361781,web 2026-08-30,
ANFFAS Livorno,associazione,associazione,Toscana,LI,Livorno,C/O Villa Serena - Via di Montenero 176 - 57128 Livorno,0586578251,info@anffas.livorno.it,anffas.livorno@legalmail.it,https://www.anffas.livorno.it,https://www.facebook.com/AnffasOnlusLivorno/,,https://www.anffas.livorno.it/contatti/,web 2026-08-30,
ANFFAS Massa Carrara,associazione,associazione,Toscana,MS,Carrara,Via Castellaro 1 Loc. Anderlino - 54033 Carrara,0585841444,info@anffasms.it,anffasms@pec.it,https://www.anffasms.it,,,https://www.anffasms.it/?page_id=52,web 2026-08-30,Orari lun-ven 8.00-16.30
ANFFAS Altavaldelsa,associazione,associazione,Toscana,SI,Poggibonsi,Localita' Strolla 2/A - 53036 Poggibonsi (SI),0577982354,centro@anffasvaldelsa.it,anffasaltavaldelsa@pec.it,https://www.anffasvaldelsa.it,https://www.facebook.com/anffasaltavaldelsa/,,https://www.anffasvaldelsa.it/chi-siamo/lassociazione,web 2026-08-30,
ANFFAS Prato,associazione,associazione,Toscana,PO,Prato,Via Borgovalsugana 85,0574592707,amministrazione@anffasprato.net,anffaspo@pec.it,,,,,web 2026-08-30,Fonte: risultati di ricerca aggregati
ANFFAS Versilia,associazione,associazione,Toscana,LU,Seravezza,,3491645762,,,,,,https://www.anffas.net/it/news/20615/,da_verificare,Solo cellulare trovato
Auser Toscana,associazione regionale,associazione,Toscana,FI,Sesto Fiorentino,Via Pier Paolo Pasolini 105 - 50019 Sesto Fiorentino,055444281,segreteria@auser.toscana.it,,https://www.ausertoscana.it,https://www.facebook.com/AuserVolontariatoToscana/,,https://www.ausertoscana.it/,web 2026-08-30,Numero verde Filo d'Argento 800-995988
UILDM Firenze,associazione,associazione,Toscana,FI,Fiesole,Via San Jacopo al Girone 6/a - 50014 Girone Fiesole,055690970,uildmfirenze@hotmail.com,,http://www.firenze.uildm.org,,,http://www.uildmcittanova.it/sezioni_italia_file/toscana.html,web 2026-08-30,Distrofia muscolare
UILDM Pisa,associazione,associazione,Toscana,PI,Arena Metato,Via De Amicis 116 - 56010 Arena Metato (PI),050810102,uildm.pisa@tiscalinet.it,,,,,http://www.uildmcittanova.it/sezioni_italia_file/toscana.html,web 2026-08-30,Distrofia muscolare; sito dedicato: pisa.uildm.org
UILDM Arezzo,associazione,associazione,Toscana,AR,Arezzo,Via Ugo Foscolo 19 - 52100 Arezzo,3356175000,Uildm.arezzo@virgilio.it,,,,,http://www.uildmcittanova.it/sezioni_italia_file/toscana.html,web 2026-08-30,Distrofia muscolare
AISM Firenze,associazione,associazione,Toscana,FI,Firenze,Via Rocca Tedalda 273 - Firenze,0556910333,aismfirenze@gmail.com,,https://www.aism.it,,,https://www.aism.it,web 2026-08-30,Sclerosi multipla
Centro diurno disabili Fondazione Turati Pistoia,centro diurno,centro diurno,Toscana,PT,Pistoia,Via P. Mascagni 2 - Pistoia,0573191015,centrodiurnopistoia@fondazioneturati.it,,https://fondazioneturati.it,,,https://fondazioneturati.it/centro-diurni-pistoia/centro-diurno-di-pistoia-per-persone-disabili/,web 2026-08-30,18-64 anni; lun-sab 8.30-16.30
Fondazione Filippo Turati Impresa Sociale (sede),fondazione,associazione,Toscana,PT,Pistoia,Via Fiorentina 136 - Pistoia,0573976143,info@fondazioneturati.it,pistoia@pec.fondazioneturati.it,https://fondazioneturati.it,,,https://fondazioneturati.it/le-nostre-sedi/pistoia-sede-legale-fondazione-turati/,web 2026-08-30,Sede legale
